id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,days_since_last_review,is_available_all_year
20367,Manhattan,Hell's Kitchen,40.76066,-73.99922,Entire home/apt,199,30,0,,,121,365,,,1
20368,Manhattan,Upper West Side,40.77665,-73.98867,Entire home/apt,750,4,0,,,1,174,,,0
20369,Queens,Elmhurst,40.72962,-73.88053,Private room,45,2,3,2019-06-06,0.31,2,324,0.9299999999999999,2370.0,0
20370,Queens,Rego Park,40.72582,-73.86572,Private room,85,1,3,2019-07-05,3.0,10,112,9.0,2341.0,0
20371,Manhattan,Hell's Kitchen,40.75259,-73.9942,Entire home/apt,220,1,3,2019-06-22,3.0,1,52,9.0,2354.0,0
20372,Manhattan,Midtown,40.75145,-73.97011,Entire home/apt,175,30,0,,,33,365,,,1
20373,Queens,Arverne,40.58938,-73.79447,Private room,48,1,62,2019-04-12,2.35,2,3,145.70000000000002,2425.0,0
20374,Brooklyn,Bedford-Stuyvesant,40.68279,-73.94805,Entire home/apt,80,7,4,2019-05-25,0.44,1,14,1.76,2382.0,0
20375,Manhattan,Upper West Side,40.78667,-73.96924,Entire home/apt,200,2,56,2019-06-28,0.98,1,226,54.879999999999995,2348.0,0
20376,Brooklyn,Bedford-Stuyvesant,40.69459,-73.95551,Private room,65,2,22,2019-06-20,1.64,34,289,36.08,2356.0,0
20377,Manhattan,Nolita,40.72124,-73.99425,Private room,68,1,28,2019-06-24,2.84,3,21,79.52,2352.0,0
20378,Manhattan,Hell's Kitchen,40.75518,-73.99706,Private room,45,30,2,2019-05-21,0.32,47,347,0.64,2386.0,0
20379,Bronx,Van Nest,40.84047,-73.87127,Shared room,20,14,1,2019-05-08,0.48,4,139,0.48,2399.0,0
20380,Brooklyn,Sheepshead Bay,40.60078,-73.96527,Private room,59,1,5,2019-01-03,0.13,1,319,0.65,2524.0,0
20381,Brooklyn,Bedford-Stuyvesant,40.68188,-73.91507,Private room,44,1,1,2016-08-01,0.03,1,0,0.03,3409.0,0
20382,Queens,Ditmars Steinway,40.76814,-73.89573,Entire home/apt,47,11,27,2019-04-27,0.9,2,212,24.3,2410.0,0
20383,Manhattan,Upper East Side,40.77595,-73.94969,Entire home/apt,295,4,0,,,1,0,,,0
20384,Queens,Long Island City,40.74749,-73.92089,Entire home/apt,155,3,4,2015-10-13,0.07,1,0,0.28,3702.0,0
20385,Manhattan,Upper West Side,40.78911,-73.97396,Entire home/apt,395,14,39,2019-05-16,0.45,1,50,17.55,2391.0,0
20386,Brooklyn,Crown Heights,40.67147,-73.95181,Private room,48,2,2,2016-08-08,0.06,1,0,0.12,3402.0,0
20387,Manhattan,Flatiron District,40.73945,-73.98543,Entire home/apt,225,2,12,2019-06-30,1.07,1,5,12.84,2346.0,0
20388,Manhattan,Upper West Side,40.79988,-73.9612,Private room,45,27,0,,,1,0,,,0
20389,Brooklyn,Williamsburg,40.71078,-73.96161,Private room,70,4,33,2019-03-05,1.49,2,0,49.17,2463.0,0
20390,Brooklyn,Bushwick,40.705,-73.91933,Private room,27,14,0,,,1,0,,,0
20391,Queens,Ozone Park,40.68581,-73.84642,Shared room,45,1,8,2015-09-30,0.11,2,364,0.88,3715.0,0
20392,Manhattan,East Harlem,40.79229,-73.94962,Private room,80,2,142,2018-12-16,3.05,1,0,433.09999999999997,2542.0,0
20393,Brooklyn,Crown Heights,40.67566,-73.93944,Entire home/apt,106,3,15,2019-04-22,0.26,1,0,3.9000000000000004,2415.0,0
20394,Brooklyn,Greenpoint,40.7369,-73.95288,Entire home/apt,119,4,4,2017-05-09,0.1,1,0,0.4,3128.0,0
20395,Manhattan,Upper West Side,40.79063,-73.97864,Entire home/apt,175,2,13,2016-04-09,0.28,2,0,3.6400000000000006,3523.0,0
20396,Manhattan,Murray Hill,40.74975,-73.97699,Entire home/apt,185,30,0,,,91,0,,,0
20397,Manhattan,Upper East Side,40.77654,-73.94904,Entire home/apt,165,1,141,2019-06-23,3.54,1,262,499.14,2353.0,0
20398,Manhattan,Upper West Side,40.80158,-73.96182,Private room,100,1,1,2019-06-27,1.0,1,1,1.0,2349.0,0
20399,Brooklyn,Prospect Heights,40.68081,-73.9729,Private room,120,1,41,2019-06-02,3.1,1,0,127.10000000000001,2374.0,0
20400,Brooklyn,Clinton Hill,40.69538,-73.9701,Entire home/apt,180,30,0,,,1,0,,,0
20401,Manhattan,East Harlem,40.7977,-73.93754,Private room,75,1,37,2019-06-30,0.53,1,139,19.61,2346.0,0
20402,Manhattan,East Harlem,40.79018,-73.94689,Entire home/apt,270,4,171,2019-06-26,4.14,2,15,707.9399999999999,2350.0,0
20403,Manhattan,East Village,40.72628,-73.97952,Private room,67,4,11,2019-07-02,0.3,2,4,3.3,2344.0,0
20404,Manhattan,East Village,40.72762,-73.98118,Private room,150,7,2,2018-10-28,0.23,2,45,0.46,2591.0,0
20405,Manhattan,Hell's Kitchen,40.76293,-73.99347,Entire home/apt,190,4,16,2019-06-08,1.24,2,20,19.84,2368.0,0
20406,Brooklyn,Carroll Gardens,40.68384,-73.99813,Entire home/apt,175,2,129,2019-06-22,3.92,2,206,505.68,2354.0,0
20407,Manhattan,Murray Hill,40.74814,-73.97693,Entire home/apt,150,30,1,2019-05-16,0.56,50,180,0.56,2391.0,0
20408,Brooklyn,Greenpoint,40.73232,-73.95664,Entire home/apt,70,1,15,2019-06-01,4.09,6,0,61.349999999999994,2375.0,0
20409,Manhattan,Harlem,40.80276,-73.94976,Entire home/apt,376,28,53,2019-03-03,1.4,2,310,74.19999999999999,2465.0,0
20410,Queens,Flushing,40.74981,-73.82742,Private room,40,7,19,2019-06-21,0.84,12,134,15.959999999999999,2355.0,0
20411,Manhattan,Upper East Side,40.76105,-73.96294,Private room,80,1,27,2019-06-29,3.45,1,0,93.15,2347.0,0
20412,Queens,Middle Village,40.71576,-73.86268,Entire home/apt,85,2,97,2019-07-01,1.43,1,230,138.71,2345.0,0
20413,Brooklyn,Bushwick,40.6919,-73.90626,Shared room,32,30,0,,,6,342,,,0
20414,Brooklyn,Williamsburg,40.71062,-73.95274,Entire home/apt,250,1,3,2015-09-25,0.06,1,0,0.18,3720.0,0
20415,Manhattan,Upper West Side,40.79467,-73.96923,Entire home/apt,135,1,1,2019-03-30,0.3,1,0,0.3,2438.0,0
20416,Manhattan,East Village,40.72288,-73.98342,Private room,60,1,3,2017-08-27,0.12,1,0,0.36,3018.0,0
20417,Manhattan,Financial District,40.70485,-74.00934,Entire home/apt,184,30,0,,,232,180,,,0
20418,Queens,Springfield Gardens,40.66203,-73.7698,Entire home/apt,200,30,68,2019-07-03,1.66,2,365,112.88,2343.0,1
20419,Queens,Briarwood,40.70715,-73.81468,Entire home/apt,77,1,78,2019-07-05,1.02,1,168,79.56,2341.0,0
20420,Manhattan,Murray Hill,40.74725,-73.97404,Entire home/apt,160,29,0,,,327,318,,,0
20421,Manhattan,West Village,40.73814,-74.00047,Entire home/apt,199,4,108,2019-06-08,1.93,1,162,208.44,2368.0,0
20422,Manhattan,Upper West Side,40.79913,-73.95932,Private room,97,2,114,2019-06-24,2.0,1,363,228.0,2352.0,0
20423,Brooklyn,Bedford-Stuyvesant,40.68385,-73.92349,Private room,81,1,36,2016-01-02,0.53,1,0,19.080000000000002,3621.0,0
20424,Brooklyn,Gravesend,40.5974,-73.97448,Entire home/apt,180,3,0,,,3,173,,,0
20425,Manhattan,Marble Hill,40.87492,-73.91164,Private room,44,5,18,2019-06-30,0.69,1,349,12.419999999999998,2346.0,0
20426,Manhattan,Midtown,40.75286,-73.99297,Private room,120,2,1,2019-07-06,1.0,1,7,1.0,2340.0,0
20427,Manhattan,Upper East Side,40.7613,-73.96152,Entire home/apt,220,1,0,,,1,32,,,0
20428,Brooklyn,Red Hook,40.67993,-74.00688,Entire home/apt,450,1,5,2019-04-20,0.1,1,207,0.5,2417.0,0
20429,Queens,Kew Gardens,40.70555,-73.82138,Private room,200,1,0,,,1,365,,,1
20430,Queens,Flushing,40.76373,-73.82904,Entire home/apt,188,2,15,2019-06-24,1.97,1,59,29.55,2352.0,0
20431,Manhattan,Hell's Kitchen,40.76543,-73.98871,Entire home/apt,499,2,28,2019-06-07,2.95,1,233,82.60000000000001,2369.0,0
20432,Brooklyn,Bushwick,40.69617,-73.91119,Private room,55,2,4,2016-09-26,0.11,1,0,0.44,3353.0,0
20433,Brooklyn,Bedford-Stuyvesant,40.6851,-73.94791,Entire home/apt,170,1,27,2019-03-30,2.13,1,137,57.51,2438.0,0
20434,Manhattan,Washington Heights,40.85457,-73.92778,Private room,66,1,5,2019-07-06,4.69,1,130,23.450000000000003,2340.0,0
20435,Manhattan,Upper East Side,40.78311,-73.95299,Private room,80,3,85,2019-05-26,3.06,1,28,260.1,2381.0,0
20436,Brooklyn,Bedford-Stuyvesant,40.68917,-73.95528,Private room,1000,1,0,,,1,0,,,0
20437,Brooklyn,Bushwick,40.70575,-73.92075,Private room,39,7,1,2019-04-27,0.41,1,0,0.41,2410.0,0
20438,Brooklyn,Bedford-Stuyvesant,40.67812,-73.9168,Private room,30,3,7,2019-06-27,0.68,1,2,4.760000000000001,2349.0,0
20439,Manhattan,Upper East Side,40.78133,-73.95198,Entire home/apt,220,2,3,2018-11-25,0.23,1,0,0.6900000000000001,2563.0,0
20440,Manhattan,Nolita,40.72241,-73.99377,Private room,124,1,168,2019-06-22,4.58,4,147,769.44,2354.0,0
20441,Brooklyn,Crown Heights,40.67221,-73.95584,Private room,50,1,1,2015-05-16,0.02,1,0,0.02,3852.0,0
20442,Queens,Long Island City,40.74741,-73.94712,Private room,95,1,141,2019-06-24,2.77,2,331,390.57,2352.0,0
20443,Manhattan,Midtown,40.7515,-73.97206,Entire home/apt,488,2,0,,,1,65,,,0
20444,Queens,Astoria,40.75695,-73.9202,Entire home/apt,95,30,24,2019-04-04,0.26,8,271,6.24,2433.0,0
20445,Brooklyn,Bedford-Stuyvesant,40.68059,-73.91372,Private room,55,5,4,2019-05-26,0.72,10,360,2.88,2381.0,0
20446,Manhattan,Upper East Side,40.77141,-73.95658,Entire home/apt,1000,4,16,2019-06-15,1.97,1,66,31.52,2361.0,0
20447,Brooklyn,Bedford-Stuyvesant,40.69498,-73.94237,Private room,42,5,0,,,1,0,,,0
20448,Queens,Sunnyside,40.73591,-73.92415,Private room,90,2,12,2019-06-30,5.14,1,57,61.67999999999999,2346.0,0
20449,Brooklyn,Greenpoint,40.72804,-73.94599,Private room,45,2,1,2016-08-23,0.03,1,0,0.03,3387.0,0
20450,Brooklyn,Greenpoint,40.724,-73.95202,Entire home/apt,225,1,18,2018-07-02,0.87,1,0,15.66,2709.0,0
20451,Brooklyn,Bushwick,40.68569,-73.90857,Private room,50,3,2,2019-07-04,2.0,1,97,4.0,2342.0,0
20452,Brooklyn,Greenpoint,40.72074,-73.94741,Entire home/apt,272,3,3,2015-08-31,0.06,1,0,0.18,3745.0,0
20453,Manhattan,Upper West Side,40.79976,-73.96549,Entire home/apt,200,1,2,2019-06-30,2.0,1,37,4.0,2346.0,0
20454,Brooklyn,Bedford-Stuyvesant,40.69043,-73.94288,Private room,40,3,3,2019-05-18,0.43,1,0,1.29,2389.0,0
20455,Manhattan,East Harlem,40.81213,-73.93752,Entire home/apt,95,3,16,2019-06-30,4.07,1,0,65.12,2346.0,0
20456,Manhattan,Two Bridges,40.71143,-73.99557,Entire home/apt,285,2,0,,,1,338,,,0
20457,Manhattan,East Harlem,40.8068,-73.93932,Private room,45,1,84,2019-06-11,3.97,10,347,333.48,2365.0,0
20458,Queens,Glendale,40.69946,-73.89079,Private room,35,1,89,2019-06-29,5.31,6,256,472.59,2347.0,0
20459,Manhattan,West Village,40.73123,-74.00684,Entire home/apt,450,1,0,,,1,0,,,0
20460,Brooklyn,Gowanus,40.68318,-73.98578,Entire home/apt,200,5,0,,,1,0,,,0
20461,Brooklyn,Bushwick,40.70252,-73.91447,Private room,34,3,7,2019-07-03,0.35,1,71,2.4499999999999997,2343.0,0
20462,Brooklyn,Flatbush,40.6429,-73.96877,Private room,68,2,38,2019-07-02,2.73,6,85,103.74,2344.0,0
20463,Manhattan,East Village,40.72475,-73.98009,Entire home/apt,140,3,0,,,1,0,,,0
20464,Manhattan,Harlem,40.82015,-73.94593,Private room,62,30,1,2016-07-17,0.03,26,188,0.03,3424.0,0
20465,Brooklyn,Prospect Heights,40.67985,-73.96454,Private room,47,7,8,2017-06-14,0.18,1,0,1.44,3092.0,0
20466,Brooklyn,Bushwick,40.70243,-73.92978,Private room,77,3,47,2019-07-01,1.25,2,46,58.75,2345.0,0
20467,Brooklyn,Crown Heights,40.67553,-73.94195,Private room,50,5,1,2016-01-02,0.02,1,35,0.02,3621.0,0
20468,Queens,Rockaway Beach,40.59046,-73.81481,Private room,150,2,29,2019-07-07,1.19,2,178,34.51,2339.0,0
20469,Manhattan,Financial District,40.71028,-74.00929,Private room,80,1,0,,,1,0,,,0
20470,Brooklyn,Bedford-Stuyvesant,40.684,-73.95002,Entire home/apt,227,1,17,2018-08-27,0.31,1,362,5.27,2653.0,0
20471,Manhattan,Upper East Side,40.76532,-73.9615,Entire home/apt,399,4,55,2019-06-17,1.47,2,237,80.85,2359.0,0
20472,Manhattan,Hell's Kitchen,40.76616,-73.98435,Entire home/apt,100,13,6,2017-05-20,0.21,1,0,1.26,3117.0,0
20473,Manhattan,Hell's Kitchen,40.75827,-73.99544,Entire home/apt,210,4,2,2017-12-31,0.11,1,0,0.22,2892.0,0
20474,Queens,Astoria,40.75949,-73.91143,Private room,49,1,19,2019-06-24,0.96,1,0,18.24,2352.0,0
20475,Queens,Astoria,40.76197,-73.92208,Entire home/apt,150,1,1,2016-01-03,0.02,1,0,0.02,3620.0,0
20476,Brooklyn,Williamsburg,40.7123,-73.95228,Entire home/apt,249,3,14,2019-07-04,0.71,1,17,9.94,2342.0,0
20477,Manhattan,NoHo,40.72858,-73.99141,Entire home/apt,179,1,4,2019-05-20,0.47,33,179,1.88,2387.0,0
20478,Brooklyn,Crown Heights,40.6789,-73.96242,Entire home/apt,189,4,15,2019-01-02,0.41,1,15,6.1499999999999995,2525.0,0
20479,Brooklyn,Crown Heights,40.66482,-73.95345,Entire home/apt,125,3,2,2018-01-02,0.11,1,0,0.22,2890.0,0
20480,Brooklyn,Fort Greene,40.69392,-73.97114,Entire home/apt,250,3,37,2019-06-23,2.39,2,140,88.43,2353.0,0
20481,Manhattan,Greenwich Village,40.72747,-73.9969,Entire home/apt,240,3,15,2019-07-02,0.56,1,45,8.4,2344.0,0
20482,Brooklyn,Bushwick,40.68895,-73.9062,Private room,38,1,3,2019-04-23,0.95,6,6,2.8499999999999996,2414.0,0
20483,Manhattan,Upper West Side,40.78162,-73.97941,Private room,250,1,1,2019-05-04,0.45,10,281,0.45,2403.0,0
20484,Brooklyn,Bedford-Stuyvesant,40.68012,-73.94795,Entire home/apt,200,3,1,2019-05-27,0.68,1,11,0.68,2380.0,0
20485,Brooklyn,Bedford-Stuyvesant,40.68357,-73.93176,Entire home/apt,85,1,1,2016-01-03,0.02,1,0,0.02,3620.0,0
20486,Brooklyn,East Flatbush,40.64929,-73.92647,Private room,40,3,39,2019-07-02,2.64,2,263,102.96000000000001,2344.0,0
20487,Staten Island,New Springville,40.58111,-74.15933,Entire home/apt,150,2,0,,,1,0,,,0
20488,Queens,Long Island City,40.75317,-73.93502,Private room,99,1,7,2019-06-01,3.44,10,352,24.08,2375.0,0
20489,Manhattan,Hell's Kitchen,40.75484,-73.9939,Entire home/apt,275,1,13,2019-07-05,8.86,1,189,115.17999999999999,2341.0,0
20490,Brooklyn,Prospect Heights,40.67549,-73.96598,Entire home/apt,158,30,7,2019-03-30,0.26,3,37,1.82,2438.0,0
20491,Brooklyn,Gowanus,40.6745,-73.99582,Entire home/apt,400,30,30,2019-06-01,0.39,1,67,11.700000000000001,2375.0,0
20492,Brooklyn,Sunset Park,40.64902,-74.00897,Private room,68,5,43,2019-05-26,0.56,2,282,24.080000000000002,2381.0,0
20493,Brooklyn,Greenpoint,40.73136,-73.95447,Shared room,119,1,0,,,33,180,,,0
20494,Brooklyn,Brooklyn Heights,40.69276,-73.9963,Private room,240,2,45,2019-05-22,0.79,1,348,35.550000000000004,2385.0,0
20495,Manhattan,East Village,40.7298,-73.9791,Private room,149,3,86,2019-06-19,1.88,1,62,161.67999999999998,2357.0,0
20496,Brooklyn,Williamsburg,40.7083,-73.94846,Private room,90,1,10,2019-01-03,0.17,1,365,1.7000000000000002,2524.0,1
20497,Brooklyn,Bushwick,40.68943,-73.90574,Private room,45,1,2,2016-01-10,0.05,1,0,0.1,3613.0,0
20498,Manhattan,Lower East Side,40.72052,-73.98347,Private room,70,2,1,2017-11-05,0.05,1,0,0.05,2948.0,0
20499,Manhattan,Chinatown,40.71665,-73.99633,Private room,104,3,65,2017-05-26,1.46,1,0,94.89999999999999,3111.0,0
20500,Brooklyn,Park Slope,40.67157,-73.9852,Entire home/apt,147,7,42,2019-07-01,0.61,1,365,25.62,2345.0,1
20501,Brooklyn,Park Slope,40.66795,-73.98053,Entire home/apt,140,40,59,2017-08-28,1.31,1,126,77.29,3017.0,0
20502,Brooklyn,Williamsburg,40.70923,-73.9448,Entire home/apt,175,2,4,2019-05-13,0.62,1,34,2.48,2394.0,0
20503,Brooklyn,Flatbush,40.65202,-73.96325,Private room,95,3,14,2018-08-27,0.46,2,0,6.44,2653.0,0
20504,Queens,Ridgewood,40.69807,-73.90614,Private room,40,21,0,,,1,0,,,0
20505,Brooklyn,Boerum Hill,40.68282,-73.98112,Entire home/apt,170,1,0,,,1,0,,,0
20506,Manhattan,Midtown,40.76512,-73.98201,Entire home/apt,225,30,0,,,12,344,,,0
20507,Brooklyn,Bedford-Stuyvesant,40.6871,-73.92449,Entire home/apt,125,3,20,2019-06-24,2.58,1,339,51.6,2352.0,0
20508,Brooklyn,Williamsburg,40.71272,-73.94104,Private room,71,1,8,2019-03-26,0.81,1,0,6.48,2442.0,0
20509,Brooklyn,Bedford-Stuyvesant,40.69023,-73.93063,Private room,54,1,5,2019-07-02,2.46,8,27,12.3,2344.0,0
20510,Brooklyn,Bedford-Stuyvesant,40.69117,-73.95876,Private room,63,5,9,2019-05-26,0.28,1,342,2.5200000000000005,2381.0,0
20511,Manhattan,Upper East Side,40.77748,-73.9514,Entire home/apt,135,31,1,2018-05-21,0.07,33,338,0.07,2751.0,0
20512,Queens,Astoria,40.75605,-73.91341,Entire home/apt,225,1,4,2019-06-03,1.12,5,89,4.48,2373.0,0
20513,Manhattan,Hell's Kitchen,40.75633,-73.99439,Entire home/apt,125,30,8,2019-05-31,0.3,4,56,2.4,2376.0,0
20514,Queens,Corona,40.74223,-73.86408,Private room,50,1,4,2018-07-10,0.2,1,95,0.8,2701.0,0
20515,Manhattan,Upper West Side,40.77812,-73.98067,Entire home/apt,280,1,1,2015-10-13,0.02,1,0,0.02,3702.0,0
20516,Manhattan,Upper East Side,40.7839,-73.94823,Private room,115,2,36,2019-06-24,1.38,1,3,49.67999999999999,2352.0,0
20517,Brooklyn,Crown Heights,40.67626,-73.92936,Private room,60,3,0,,,1,0,,,0
20518,Brooklyn,Bushwick,40.69814,-73.92805,Private room,70,3,3,2019-05-19,1.13,3,21,3.3899999999999997,2388.0,0
20519,Manhattan,Tribeca,40.71775,-74.00607,Entire home/apt,450,14,13,2019-05-08,0.77,4,365,10.01,2399.0,1
20520,Brooklyn,Crown Heights,40.66737,-73.93661,Private room,85,3,55,2019-07-06,1.56,3,49,85.8,2340.0,0
20521,Brooklyn,Williamsburg,40.71111,-73.94736,Private room,70,3,11,2019-06-01,0.88,1,9,9.68,2375.0,0
20522,Brooklyn,Williamsburg,40.70585,-73.9531,Private room,52,30,4,2019-03-24,0.17,3,294,0.68,2444.0,0
20523,Brooklyn,Fort Greene,40.69126,-73.97186,Entire home/apt,250,2,0,,,1,0,,,0
20524,Manhattan,Hell's Kitchen,40.76454,-73.99114,Private room,75,4,146,2019-07-06,3.89,3,73,567.94,2340.0,0
20525,Manhattan,Theater District,40.75994,-73.98673,Entire home/apt,225,30,0,,,65,250,,,0
20526,Brooklyn,Bushwick,40.69863,-73.934,Entire home/apt,107,4,1,2019-03-01,0.23,1,0,0.23,2467.0,0
20527,Manhattan,Nolita,40.72315,-73.99454,Private room,109,1,1,2019-02-10,0.2,8,0,0.2,2486.0,0
20528,Brooklyn,Williamsburg,40.71269,-73.95902,Entire home/apt,185,1,2,2019-07-01,2.0,1,130,4.0,2345.0,0
20529,Brooklyn,Prospect-Lefferts Gardens,40.66088,-73.94363,Private room,50,2,0,,,1,0,,,0
20530,Manhattan,Upper West Side,40.80111,-73.96539,Private room,75,1,205,2019-07-03,4.32,2,197,885.6,2343.0,0
20531,Manhattan,Harlem,40.80767,-73.95127,Entire home/apt,220,3,56,2019-06-07,2.01,1,256,112.55999999999999,2369.0,0
20532,Brooklyn,Kensington,40.64206,-73.97172,Entire home/apt,160,6,0,,,1,0,,,0
20533,Brooklyn,Bushwick,40.7042,-73.91693,Private room,39,1,15,2019-06-21,3.36,1,13,50.4,2355.0,0
20534,Brooklyn,Williamsburg,40.70577,-73.95193,Private room,50,3,3,2018-12-31,0.21,2,0,0.63,2527.0,0
20535,Manhattan,Theater District,40.75969,-73.98732,Entire home/apt,699,29,0,,,327,220,,,0
20536,Manhattan,Kips Bay,40.74128,-73.98069,Entire home/apt,275,2,93,2019-06-18,4.61,1,66,428.73,2358.0,0
20537,Queens,Ridgewood,40.70739,-73.91498,Private room,65,3,5,2015-10-07,0.09,1,0,0.44999999999999996,3708.0,0
20538,Manhattan,Upper East Side,40.76404,-73.96628,Entire home/apt,225,2,84,2019-06-07,2.47,1,27,207.48000000000002,2369.0,0
20539,Brooklyn,Boerum Hill,40.6836,-73.98285,Private room,62,2,4,2017-05-08,0.11,1,0,0.44,3129.0,0
20540,Brooklyn,Sheepshead Bay,40.59878,-73.95425,Shared room,35,1,104,2019-07-08,2.45,5,352,254.8,2338.0,0
20541,Manhattan,Hell's Kitchen,40.76591,-73.99155,Entire home/apt,150,30,1,2019-06-21,1.0,1,15,1.0,2355.0,0
20542,Manhattan,Harlem,40.81532,-73.95359,Private room,150,3,0,,,1,89,,,0
20543,Brooklyn,Bedford-Stuyvesant,40.68831,-73.94066,Private room,46,14,0,,,1,37,,,0
20544,Manhattan,Chinatown,40.71546,-73.99226,Private room,75,4,23,2018-11-18,0.45,1,212,10.35,2570.0,0
20545,Brooklyn,Canarsie,40.63808,-73.9001,Private room,49,2,10,2019-01-03,0.78,3,354,7.800000000000001,2524.0,0
20546,Manhattan,Upper West Side,40.77606,-73.97803,Private room,219,1,0,,,4,269,,,0
20547,Manhattan,Lower East Side,40.71501,-73.98478,Private room,95,2,5,2019-06-18,0.71,1,165,3.55,2358.0,0
20548,Brooklyn,Bushwick,40.70434,-73.91935,Entire home/apt,190,2,19,2019-06-16,2.18,1,2,41.42,2360.0,0
20549,Manhattan,Hell's Kitchen,40.77044,-73.99126,Entire home/apt,220,3,0,,,1,29,,,0
20550,Brooklyn,Bushwick,40.69362,-73.90727,Private room,55,3,7,2019-06-24,1.74,3,79,12.18,2352.0,0
20551,Manhattan,Upper West Side,40.77867,-73.97914,Private room,135,7,8,2019-06-16,0.82,1,363,6.56,2360.0,0
20552,Queens,Elmhurst,40.74329,-73.8787,Private room,60,2,2,2019-06-21,2.0,1,0,4.0,2355.0,0
20553,Manhattan,Midtown,40.75436,-73.97254,Entire home/apt,89,3,1,2019-05-17,0.57,1,186,0.57,2390.0,0
20554,Manhattan,West Village,40.73374,-74.00121,Private room,135,2,80,2019-07-03,1.22,1,296,97.6,2343.0,0
20555,Brooklyn,Midwood,40.62541,-73.96293,Entire home/apt,105,3,1,2018-11-11,0.12,2,46,0.12,2577.0,0
20556,Brooklyn,Williamsburg,40.71272,-73.96632,Entire home/apt,120,1,0,,,1,0,,,0
20557,Manhattan,Harlem,40.82718,-73.94883,Entire home/apt,65,6,2,2019-01-03,0.13,2,9,0.26,2524.0,0
20558,Brooklyn,Prospect-Lefferts Gardens,40.66042,-73.9602,Entire home/apt,75,2,7,2019-06-07,0.54,1,9,3.7800000000000002,2369.0,0
20559,Manhattan,Nolita,40.72087,-73.99647,Entire home/apt,203,2,0,,,1,88,,,0
20560,Brooklyn,Bushwick,40.70544,-73.91993,Private room,95,2,20,2019-06-02,0.45,2,191,9.0,2374.0,0
20561,Queens,Ditmars Steinway,40.77412,-73.9061,Entire home/apt,99,1,81,2019-06-20,2.98,1,202,241.38,2356.0,0
20562,Manhattan,Kips Bay,40.74487,-73.97608,Entire home/apt,799,5,1,2018-09-14,0.1,1,364,0.1,2635.0,0
20563,Manhattan,Harlem,40.80551,-73.95136,Private room,92,2,44,2019-07-06,5.57,3,51,245.08,2340.0,0
20564,Brooklyn,Greenpoint,40.72559,-73.95033,Private room,145,2,21,2019-04-22,0.45,1,64,9.450000000000001,2415.0,0
20565,Manhattan,West Village,40.73314,-74.00835,Private room,250,2,0,,,1,0,,,0
20566,Brooklyn,Crown Heights,40.67763,-73.95943,Private room,65,1,5,2016-06-20,0.11,1,0,0.55,3451.0,0
20567,Brooklyn,Williamsburg,40.71681,-73.9408,Private room,70,5,22,2019-06-01,0.48,2,359,10.559999999999999,2375.0,0
20568,Manhattan,Little Italy,40.71781,-73.99783,Private room,130,3,17,2019-06-23,2.34,1,84,39.78,2353.0,0
20569,Manhattan,Harlem,40.81542,-73.94574,Entire home/apt,175,2,29,2019-07-01,1.92,1,190,55.68,2345.0,0
20570,Queens,East Elmhurst,40.76525,-73.86715,Private room,80,1,4,2019-06-01,0.28,2,78,1.12,2375.0,0
20571,Brooklyn,Clinton Hill,40.68152,-73.96276,Entire home/apt,94,2,10,2018-12-09,0.39,1,0,3.9000000000000004,2549.0,0
20572,Brooklyn,South Slope,40.66429,-73.9906,Entire home/apt,120,5,2,2018-04-15,0.13,2,0,0.26,2787.0,0
20573,Brooklyn,Fort Greene,40.68809,-73.97578,Private room,175,2,5,2019-03-10,0.13,2,334,0.65,2458.0,0
20574,Brooklyn,Park Slope,40.66936,-73.97724,Entire home/apt,65,8,1,2016-05-30,0.03,1,0,0.03,3472.0,0
20575,Manhattan,Harlem,40.80546,-73.94601,Entire home/apt,92,2,0,,,1,0,,,0
20576,Brooklyn,Fort Greene,40.68941,-73.98098,Entire home/apt,175,3,4,2019-07-07,0.63,1,9,2.52,2339.0,0
20577,Brooklyn,Bushwick,40.70125,-73.93915,Private room,72,30,0,,,5,341,,,0
20578,Bronx,Woodlawn,40.89753,-73.87359,Private room,50,1,6,2019-01-21,0.71,1,0,4.26,2506.0,0
20579,Brooklyn,Bushwick,40.70266,-73.92153,Private room,75,12,1,2017-12-14,0.05,1,0,0.05,2909.0,0
20580,Queens,Woodside,40.74506,-73.90602,Private room,56,30,0,,,103,242,,,0
20581,Manhattan,Midtown,40.75685,-73.96388,Entire home/apt,210,2,4,2018-12-30,0.22,1,0,0.88,2528.0,0
20582,Manhattan,Lower East Side,40.72342,-73.99108,Private room,118,1,0,,,3,0,,,0
20583,Queens,Flushing,40.75139,-73.81328,Private room,55,1,3,2019-06-29,2.81,6,75,8.43,2347.0,0
20584,Manhattan,SoHo,40.72224,-74.00356,Entire home/apt,150,14,1,2017-12-22,0.05,1,0,0.05,2901.0,0
20585,Manhattan,Kips Bay,40.74053,-73.97906,Entire home/apt,133,30,7,2019-04-15,0.2,91,312,1.4000000000000001,2422.0,0
20586,Brooklyn,Bedford-Stuyvesant,40.68799,-73.95202,Entire home/apt,110,2,58,2019-06-23,3.39,1,62,196.62,2353.0,0
20587,Manhattan,East Village,40.72475,-73.98345,Private room,120,3,1,2019-05-12,0.52,3,0,0.52,2395.0,0
